,Production-based gross domestic product (GDP),Production-based gross domestic product (GDP),Production-based gross domestic product (GDP),Production-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,Change in inventories,Change in inventories,Change in inventories,Change in inventories,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross national expenditure,Gross national expenditure,Gross national expenditure,Gross national expenditure,Gross national expenditure,Gross national expenditure,Gross national expenditure,Gross national expenditure,Exports of goods and services,Exports of goods and services,Exports of goods and services,Exports of goods and services,Exports of goods and services,Exports of goods and services,Exports of goods and services,Exports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services
Mar 1996,"33,345","33,500",1.4,4.2,"24,642","24,559",1.5,5.9,"32,545","32,553",0.5,3.6,"13,648","14,325",2.6,7.1,"17,519","18,420",2.3,4.7,"3,894","4,089",0.7,4.7,"5,998","6,277",-0.1,2.1,672,302,534,179,"1,259","1,367",5.6,10.0,"2,088","2,270",3.2,3.7,"4,074","4,270",2.7,12.4,"4,183","4,390",2.4,11.6,"23,548","24,352",2.8,7.7,"30,371","31,426",1.3,4.5,"7,349","7,079",-1.0,-1.2,"8,892","8,617",0.6,3.2,"6,255","6,798",2.2,3.4,"6,971","7,560",3.0,5.9
Jun 1996,"33,166","33,798",0.9,3.9,"24,883","24,981",1.7,5.5,"33,007","32,974",1.3,3.2,"14,515","14,586",1.8,8.1,"18,509","18,607",1.0,5.8,"4,459","4,197",2.6,5.7,"6,791","6,434",2.5,5.2,-537,5,-424,136,"1,450","1,392",1.8,7.2,"2,379","2,282",0.5,0.8,"4,281","4,279",0.2,9.3,"4,393","4,389",0.0,8.7,"24,168","24,544",0.8,6.6,"31,308","31,715",0.9,4.8,"7,379","7,286",2.9,3.1,"9,052","8,857",2.8,3.5,"6,664","6,859",0.9,6.6,"7,523","7,718",2.1,9.0
Sep 1996,"33,375","34,020",0.7,3.7,"24,033","25,431",1.8,7.1,"31,590","33,378",1.2,4.6,"14,898","14,813",1.6,7.9,"18,970","18,882",1.5,5.9,"4,061","4,133",-1.5,2.2,"6,129","6,235",-3.1,-0.5,13,573,8,463,"1,354","1,361",-2.2,9.1,"2,221","2,228",-2.4,3.5,"4,353","4,257",-0.5,5.3,"4,572","4,468",1.8,7.5,"24,678","25,090",2.2,7.5,"31,871","32,403",2.2,6.0,"6,761","7,203",-1.1,2.8,"8,312","8,838",-0.2,4.0,"7,406","6,910",0.7,4.4,"8,479","7,941",2.9,9.5
Dec 1996,"35,960","34,465",1.3,4.5,"26,925","25,471",0.2,5.3,"35,323","33,504",0.4,3.6,"15,638","14,926",0.8,6.9,"19,885","18,942",0.3,5.2,"4,253","4,252",2.9,4.2,"6,351","6,340",1.7,0.2,916,145,768,78,"1,497","1,440",5.8,11.1,"2,435","2,345",5.3,6.6,"4,248","4,171",-2.0,-0.2,"4,441","4,364",-2.3,1.1,"26,551","24,923",-0.7,5.1,"33,986","31,957",-1.4,3.0,"7,272","7,172",-0.4,1.0,"9,155","9,088",2.8,6.8,"6,898","6,653",-3.7,0.3,"7,951","7,686",-3.2,4.7
Mar 1997,"34,144","34,335",-0.4,2.4,"25,260","25,219",-1.0,2.5,"33,252","33,305",-0.6,2.2,"14,235","14,981",0.4,4.3,"18,063","19,002",0.3,3.1,"4,044","4,229",-0.5,3.9,"6,030","6,296",-0.7,0.5,417,96,410,90,"1,399","1,503",4.4,11.1,"2,281","2,457",4.8,9.2,"4,011","4,180",0.2,-1.5,"4,268","4,449",1.9,2.0,"24,105","24,982",0.2,2.4,"31,017","32,172",0.7,2.1,"7,249","6,964",-2.9,-1.4,"9,120","8,791",-3.3,2.6,"6,095","6,610",-0.6,-2.6,"7,105","7,681",-0.1,1.9
Jun 1997,"34,313","35,008",2.0,3.5,"25,903","26,053",3.3,4.1,"34,107","34,132",2.5,3.3,"15,127","15,200",1.5,4.2,"19,161","19,256",1.3,3.5,"4,548","4,286",1.3,2.0,"6,780","6,408",1.8,-0.2,-352,185,-455,106,"1,527","1,481",-1.5,5.3,"2,486","2,409",-2.0,4.5,"4,849","4,836",15.7,13.3,"5,377","5,358",20.4,22.4,"25,699","26,056",4.3,6.3,"33,049","33,417",3.9,5.6,"7,285","7,278",4.5,-1.3,"9,250","9,148",4.1,2.2,"7,082","6,718",1.6,6.3,"8,366","8,572",11.6,11.2
Sep 1997,"34,285","34,922",-0.2,2.7,"25,072","26,461",1.6,4.3,"32,990","34,780",1.9,4.4,"15,401","15,303",0.7,3.4,"19,325","19,217",-0.2,1.9,"4,365","4,429",3.3,7.5,"6,481","6,578",2.7,5.7,-364,216,-357,107,"1,553","1,557",5.1,14.7,"2,508","2,506",4.0,12.9,"4,396","4,321",-10.6,1.0,"4,704","4,622",-13.7,2.9,"25,352","25,751",-1.2,2.7,"32,451","32,933",-1.4,1.8,"6,924","7,358",1.1,2.4,"8,660","9,219",0.8,4.2,"7,203","6,754",0.5,-2.7,"8,163","7,668",-10.5,-3.7
Dec 1997,"36,415","34,854",-0.2,1.3,"27,627","26,117",-1.3,2.6,"36,086","34,216",-1.6,2.2,"16,259","15,492",1.2,4.0,"20,355","19,355",0.7,2.4,"4,386","4,418",-0.2,3.1,"6,455","6,501",-1.2,1.6,"1,071",241,"1,019",291,"1,579","1,521",-2.3,5.5,"2,531","2,438",-2.7,3.9,"4,000","3,932",-9.0,-5.8,"4,329","4,264",-7.7,-2.5,"27,295","25,610",-0.5,2.8,"34,798","32,746",-0.6,2.4,"7,652","7,509",2.1,5.2,"9,426","9,308",1.0,3.0,"7,320","7,021",4.0,6.1,"8,253","7,963",3.8,3.8
Mar 1998,"34,433","34,658",-0.6,0.8,"26,213","26,204",0.3,3.8,"34,109","34,178",-0.1,2.6,"14,889","15,727",1.5,4.6,"18,654","19,703",1.8,3.3,"4,346","4,510",2.1,7.5,"6,342","6,573",1.1,5.2,462,167,405,110,"1,291","1,374",-9.7,-7.7,"2,067","2,209",-9.4,-9.4,"4,020","4,168",6.0,0.2,"4,303","4,459",4.6,0.8,"25,008","25,981",1.4,3.7,"31,772","33,022",0.8,2.4,"7,823","7,493",-0.2,7.9,"9,520","9,125",-2.0,4.4,"6,618","7,171",2.1,8.6,"7,364","7,937",-0.3,3.6
Jun 1998,"34,092","34,829",0.5,-0.6,"25,976","26,170",-0.1,0.3,"33,895","34,016",-0.5,-0.6,"15,765","15,841",0.7,4.2,"19,599","19,688",-0.1,2.3,"4,826","4,562",1.2,6.1,"6,932","6,560",-0.2,2.2,-509,47,-420,140,"1,376","1,351",-1.7,-9.9,"2,203","2,163",-2.1,-11.4,"4,276","4,265",2.3,-11.8,"4,562","4,543",1.9,-15.2,"25,732","26,084",0.4,0.1,"32,517","32,896",-0.4,-1.6,"7,415","7,469",-0.3,1.8,"8,952","8,928",-2.2,-3.2,"7,171","7,402",3.2,1.3,"7,690","7,908",-0.4,-8.1
Sep 1998,"34,266","34,862",0.1,-0.1,"25,069","26,403",0.9,0.0,"32,550","34,240",0.7,-1.3,"16,123","15,996",1.0,4.7,"19,851","19,702",0.1,2.7,"4,567","4,628",1.4,4.6,"6,483","6,575",0.2,0.0,-571,36,-480,10,"1,253","1,248",-7.6,-19.3,"2,016","2,002",-7.4,-19.6,"4,066","4,010",-6.0,-7.5,"4,324","4,266",-6.1,-8.1,"25,439","25,827",-1.0,0.3,"31,970","32,397",-1.5,-1.5,"7,530","7,988",6.9,8.8,"8,939","9,524",6.7,3.2,"7,899","7,450",0.6,9.7,"8,365","7,891",-0.2,2.5
Dec 1998,"36,824","35,215",1.0,1.1,"28,609","27,050",2.5,3.6,"36,952","35,045",2.4,2.4,"17,100","16,268",1.7,5.2,"21,147","20,106",2.1,3.9,"4,597","4,655",0.6,4.8,"6,479","6,562",-0.2,0.4,"1,022",121,862,86,"1,341","1,289",3.3,-15.1,"2,153","2,067",3.2,-14.9,"4,297","4,227",5.4,7.4,"4,593","4,531",6.2,6.1,"28,357","26,577",2.9,3.9,"35,463","33,362",3.0,1.9,"8,192","8,039",0.6,7.1,"9,788","9,655",1.4,3.8,"7,940","7,562",1.5,8.5,"8,434","8,110",2.8,2.2
Mar 1999,"35,377","35,633",1.2,2.7,"27,171","27,137",0.3,3.7,"35,358","35,387",1.0,3.7,"15,431","16,339",0.4,3.6,"19,084","20,201",0.5,2.3,"4,754","4,898",5.2,9.4,"6,666","6,859",4.5,5.1,328,39,417,127,"1,231","1,307",1.4,-4.6,"1,969","2,102",1.7,-4.7,"4,123","4,247",0.5,2.6,"4,445","4,572",0.9,3.3,"25,868","26,890",1.2,3.4,"32,570","33,871",1.5,2.5,"8,502","8,101",0.8,8.7,"10,435","9,942",3.0,9.6,"7,199","7,803",3.2,8.8,"7,844","8,438",4.0,6.5
Jun 1999,"35,123","35,928",0.8,3.0,"27,374","27,653",1.9,5.4,"35,496","35,691",0.9,4.7,"16,481","16,570",1.4,4.5,"20,345","20,438",1.2,3.8,"5,091","4,829",-1.4,5.5,"7,103","6,742",-1.7,2.5,-31,583,-27,567,"1,419","1,410",7.9,3.1,"2,284","2,270",8.0,3.7,"4,242","4,247",0.0,-0.8,"4,620","4,612",0.9,1.3,"27,202","27,623",2.7,5.7,"34,206","34,630",2.2,5.2,"7,903","7,991",-1.4,6.6,"9,617","9,638",-3.1,7.4,"7,731","7,988",2.4,7.8,"8,410","8,659",2.6,9.4
Sep 1999,"36,346","36,935",2.8,6.1,"26,750","28,109",1.6,6.7,"34,457","36,196",1.4,5.9,"16,876","16,713",0.9,4.7,"20,777","20,584",0.7,4.7,"4,752","4,811",-0.4,4.1,"6,597","6,686",-0.8,1.8,-141,466,-134,361,"1,516","1,495",6.0,21.0,"2,439","2,397",5.6,21.0,"4,464","4,419",4.0,9.8,"4,832","4,792",3.9,11.7,"27,467","27,870",0.9,8.0,"34,383","34,820",0.5,7.5,"8,049","8,547",7.0,6.9,"9,580","10,220",6.0,7.2,"8,766","8,309",4.0,11.0,"9,385","8,887",2.6,12.2
Dec 1999,"39,119","37,387",1.2,6.2,"29,919","28,290",0.6,4.6,"38,592","36,596",1.1,4.4,"17,649","16,752",0.2,3.2,"21,685","20,571",-0.1,2.5,"4,884","4,954",3.0,6.2,"6,743","6,844",2.4,4.1,"1,217",250,"1,123",302,"1,580","1,516",1.4,17.8,"2,525","2,418",0.9,17.3,"5,211","5,119",15.8,21.3,"5,729","5,644",17.8,24.7,"30,541","28,600",2.6,7.7,"38,001","35,738",2.6,7.2,"9,082","8,936",4.6,10.9,"10,669","10,542",3.2,9.0,"9,704","8,586",3.3,22.2,"10,152","9,764",9.9,20.4
Mar 2000,"37,633","37,931",1.5,6.4,"29,186","29,128",3.0,7.4,"37,524","37,510",2.5,6.1,"15,787","16,731",-0.1,2.3,"19,312","20,471",-0.5,1.2,"4,835","4,965",0.2,1.7,"6,650","6,823",-0.3,-0.2,492,203,462,174,"1,706","1,820",20.1,38.6,"2,706","2,903",20.1,37.4,"4,631","4,759",-7.0,12.3,"4,947","5,071",-10.2,11.3,"27,452","28,558",-0.1,6.1,"34,009","35,390",-1.0,4.4,"10,012","9,490",6.2,17.8,"11,414","10,818",2.6,9.4,"8,277","8,983",4.6,15.0,"8,170","8,773",-10.1,4.2
Jun 2000,"37,058","37,949",0.0,5.5,"28,806","29,161",0.1,5.2,"36,908","37,186",-0.9,4.0,"17,000","17,110",2.3,3.1,"20,693","20,807",1.6,1.7,"5,217","4,956",-0.2,2.5,"7,079","6,728",-1.4,-0.3,-301,398,-307,332,"1,465","1,465",-19.5,3.2,"2,298","2,300",-20.8,0.6,"4,686","4,705",-1.1,10.5,"4,971","4,974",-1.9,7.6,"28,067","28,565",0.0,3.2,"34,612","35,112",-0.8,1.2,"9,652","9,755",2.8,22.1,"10,788","10,819",0.0,12.2,"8,913","9,215",2.6,15.3,"8,619","8,884",1.3,2.5
Sep 2000,"37,544","38,098",0.4,3.3,"28,217","29,586",1.5,5.5,"35,602","37,326",0.4,3.3,"17,563","17,380",1.6,4.1,"21,102","20,888",0.4,1.6,"5,015","5,076",2.4,5.5,"6,752","6,840",1.7,2.3,-352,217,-291,199,"1,524","1,490",1.7,0.5,"2,386","2,324",1.0,-2.2,"5,047","5,006",6.4,13.1,"5,262","5,237",5.3,8.9,"28,797","29,176",2.1,4.8,"35,111","35,494",1.1,2.1,"9,631","10,251",5.1,19.7,"9,990","10,672",-1.4,4.3,"10,210","9,701",5.3,16.5,"9,390","8,921",0.4,0.1
Dec 2000,"39,936","38,173",0.2,2.1,"32,123","30,433",2.9,7.4,"39,571","37,618",0.8,2.5,"18,429","17,480",0.6,4.4,"21,891","20,759",-0.6,0.9,"5,086","5,160",1.7,4.1,"6,799","6,900",0.9,0.8,"1,327",318,"1,068",201,"1,352","1,295",-13.1,-14.4,"2,099","2,006",-13.7,-16.9,"5,232","5,115",2.2,0.4,"5,335","5,231",-0.1,-6.9,"31,426","29,383",0.7,2.9,"37,519","35,260",-0.7,-1.3,"11,625","11,495",12.1,28.0,"11,207","11,119",4.2,5.0,"10,928","10,313",6.3,12.6,"9,296","8,888",-0.4,-8.4
Mar 2001,"37,989","38,306",0.3,0.9,"30,692","30,581",0.5,5.2,"37,400","37,303",-0.8,-0.3,"16,396","17,391",-0.5,3.9,"19,591","20,773",0.1,1.4,"5,163","5,305",2.8,6.8,"6,857","7,044",2.1,3.1,744,447,644,352,"1,199","1,287",-0.6,-29.7,"1,848","1,996",-0.5,-31.7,"4,483","4,594",-10.2,-3.2,"4,620","4,715",-9.9,-6.6,"27,985","29,090",-1.0,1.9,"33,684","35,011",-0.7,-1.0,"11,929","11,262",-2.0,19.1,"11,796","11,142",0.2,3.3,"9,222","10,024",-2.8,11.4,"8,411","9,018",1.5,2.9
Jun 2001,"37,925","38,851",1.4,2.3,"31,186","31,642",3.5,8.3,"38,106","38,514",3.2,3.2,"17,707","17,853",2.7,4.2,"20,992","21,148",1.8,1.4,"5,673","5,388",1.6,8.7,"7,525","7,148",1.5,6.3,-713,99,-496,221,"1,347","1,352",5.1,-8.1,"2,082","2,090",4.7,-9.4,"5,288","5,332",16.1,12.8,"5,399","5,431",15.2,8.6,"29,302","29,935",2.9,4.4,"35,254","35,937",2.6,1.9,"11,539","11,600",3.0,19.6,"11,249","11,236",0.8,4.3,"9,655","9,963",-0.6,8.3,"8,632","8,900",-1.3,0.2
Sep 2001,"38,621","39,147",0.8,2.9,"30,167","31,532",-0.3,6.9,"36,750","38,447",-0.2,3.2,"18,342","18,148",1.7,4.4,"21,634","21,389",1.1,2.5,"5,359","5,421",0.6,6.9,"7,072","7,160",0.2,4.7,-452,29,-290,155,"1,371","1,328",-1.8,-10.0,"2,109","2,035",-2.6,-11.6,"5,351","5,306",-0.5,6.0,"5,417","5,394",-0.7,2.9,"29,971","30,257",1.1,4.1,"35,871","36,148",0.6,2.2,"10,699","11,443",-1.4,11.1,"10,618","11,390",1.4,6.3,"10,503","9,993",0.3,2.9,"9,563","9,111",2.4,1.8
Dec 2001,"41,543","39,728",1.5,4.0,"34,260","32,515",3.1,6.7,"40,946","38,954",1.3,3.5,"19,367","18,351",1.1,5.1,"22,689","21,512",0.6,3.6,"5,369","5,441",0.4,5.6,"7,063","7,160",0.0,3.9,"1,777",750,"1,091",195,"1,667","1,599",20.4,23.3,"2,539","2,431",19.5,21.0,"5,558","5,412",2.0,6.2,"5,683","5,549",2.9,6.5,"33,738","31,552",4.3,7.4,"39,430","37,043",2.5,5.1,"11,192","11,112",-2.9,-3.7,"11,156","11,099",-2.6,-0.5,"10,671","10,064",0.7,-2.4,"9,679","9,239",1.4,4.1
Mar 2002,"39,722","40,082",0.9,4.6,"33,099","32,969",1.4,7.8,"39,556","39,430",1.2,5.8,"17,336","18,342",0.0,5.7,"20,216","21,386",-0.6,3.2,"5,349","5,510",1.3,3.6,"6,993","7,204",0.6,2.0,"1,274",980,887,598,"1,386","1,500",-6.2,15.6,"2,085","2,266",-6.8,12.8,"5,688","5,858",8.2,26.9,"5,810","5,947",7.2,25.8,"31,032","32,256",2.2,10.9,"36,413","37,824",2.1,8.1,"12,173","11,483",3.3,2.0,"12,197","11,509",3.7,3.4,"10,105","11,019",9.5,9.6,"9,368","10,038",8.6,11.4
Jun 2002,"39,664","40,610",1.3,4.6,"32,403","32,908",-0.2,3.9,"39,314","39,751",0.8,3.2,"18,753","18,944",3.3,5.9,"21,701","21,917",2.5,3.4,"5,901","5,599",1.6,4.0,"7,666","7,275",1.0,1.9,"-1,045",-122,-847,-47,"1,632","1,631",8.7,21.2,"2,426","2,428",7.1,16.5,"5,410","5,451",-6.9,2.3,"5,571","5,606",-5.7,3.2,"30,650","31,408",-2.6,4.6,"36,107","36,899",-2.4,2.4,"11,422","11,389",-0.8,-1.0,"12,062","11,982",4.1,7.2,"9,669","9,935",-9.8,0.1,"9,189","9,465",-5.7,6.5
Sep 2002,"40,568","41,086",1.2,5.0,"32,446","33,807",2.7,7.6,"38,830","40,520",1.9,5.7,"19,444","19,256",1.6,6.0,"22,506","22,273",1.6,4.0,"5,590","5,653",1.0,4.3,"7,204","7,292",0.2,1.9,255,616,-48,322,"1,936","1,872",14.8,41.2,"2,861","2,757",13.6,35.7,"5,606","5,549",1.8,4.8,"5,799","5,769",2.9,7.1,"32,830","32,990",5.0,9.5,"38,314","38,467",4.2,6.8,"10,397","11,165",-2.0,-2.8,"11,218","12,075",0.8,5.7,"10,781","10,247",3.1,2.6,"10,457","9,983",5.5,9.3
Dec 2002,"43,492","41,633",1.3,4.7,"35,739","34,018",0.6,4.3,"43,395","41,404",2.2,6.0,"20,648","19,571",1.6,6.6,"23,847","22,593",1.4,5.1,"5,622","5,691",0.7,4.7,"7,199","7,288",-0.1,1.9,"1,326",307,"1,393",490,"1,995","1,912",2.1,19.7,"2,898","2,775",0.7,14.1,"5,840","5,678",2.3,5.1,"6,129","5,975",3.6,7.8,"35,432","33,232",0.7,5.0,"41,857","39,430",2.5,6.2,"11,137","11,110",-0.5,-0.5,"12,436","12,411",2.8,11.5,"10,829","10,256",0.1,1.5,"10,831","10,339",3.6,11.9
Mar 2003,"41,462","41,863",0.6,4.4,"34,593","34,436",1.2,4.5,"41,691","41,520",0.3,5.4,"18,826","19,880",1.6,8.6,"21,734","22,949",1.6,7.5,"5,544","5,725",0.6,3.6,"7,065","7,294",0.1,1.0,558,283,567,281,"1,886","2,054",7.4,36.1,"2,684","2,930",5.6,28.7,"5,348","5,531",-2.6,-6.0,"5,687","5,835",-2.3,-2.1,"32,163","33,397",0.5,3.6,"37,910","39,303",-0.3,4.1,"11,447","10,800",-2.8,-6.0,"12,910","12,175",-1.9,5.8,"9,017","9,847",-4.0,-10.8,"9,504","10,173",-1.6,1.5
Jun 2003,"41,115","42,046",0.4,3.7,"34,407","34,963",1.5,6.2,"41,182","41,691",0.4,4.8,"19,849","20,093",1.1,5.8,"22,911","23,207",1.1,5.6,"6,169","5,844",2.1,4.5,"7,815","7,406",1.5,1.9,-582,423,-458,429,"2,174","2,165",5.4,33.2,"3,032","3,024",3.2,25.0,"5,785","5,830",5.4,6.9,"6,203","6,253",7.2,11.3,"33,394","34,301",2.7,9.0,"39,243","40,229",2.4,8.7,"10,643","10,527",-2.5,-6.8,"12,183","12,039",-1.1,1.0,"9,630","9,844",0.0,-0.4,"10,342","10,638",4.6,12.5
Sep 2003,"42,411","42,932",2.1,4.5,"34,303","35,651",2.0,5.7,"40,508","42,191",1.2,4.3,"20,543","20,359",1.3,5.7,"23,713","23,487",1.2,5.4,"5,948","6,024",3.1,6.4,"7,501","7,603",2.7,4.1,151,406,-72,200,"2,381","2,300",6.2,23.0,"3,280","3,159",4.5,14.6,"5,898","5,820",-0.2,5.2,"6,320","6,270",0.3,9.0,"34,921","34,953",1.9,6.4,"40,677","40,742",1.3,6.2,"9,894","10,658",1.2,-4.8,"11,459","12,378",2.8,2.1,"10,512","9,973",1.3,-2.5,"11,424","10,924",2.7,9.2
Dec 2003,"45,384","43,492",1.3,4.4,"38,232","36,450",2.2,7.0,"44,893","42,845",1.6,3.5,"22,049","20,915",2.7,6.8,"25,354","24,024",2.3,6.3,"6,101","6,165",2.3,8.5,"7,624","7,706",1.4,5.9,"1,163",143,"1,174",270,"2,461","2,364",2.8,23.4,"3,270","3,141",-0.6,12.8,"6,308","6,118",5.1,8.0,"6,830","6,636",5.8,11.4,"38,082","35,792",2.4,7.5,"44,540","41,968",3.0,6.4,"10,801","10,820",1.5,-3.0,"12,515","12,512",1.1,0.6,"10,650","10,149",1.8,-1.7,"12,000","11,462",4.9,10.8
Mar 2004,"43,793","44,234",1.7,5.6,"37,560","37,431",2.7,8.6,"44,062","43,910",2.5,5.7,"20,357","21,398",2.3,8.1,"23,383","24,569",2.3,7.6,"6,070","6,274",1.8,9.5,"7,510","7,760",0.7,6.3,527,303,605,359,"2,210","2,408",1.9,17.2,"2,882","3,141",0.0,7.4,"6,391","6,655",8.8,19.5,"7,168","7,406",11.6,26.0,"35,555","36,937",3.2,10.5,"41,788","43,307",3.2,10.2,"11,782","11,113",2.7,2.9,"13,773","12,979",3.7,6.7,"9,776","10,670",5.1,8.4,"11,480","12,280",7.1,20.8
Jun 2004,"43,671","44,616",0.9,6.2,"37,467","38,044",1.6,8.9,"43,416","43,923",0.0,5.4,"21,169","21,474",0.4,6.7,"24,074","24,444",-0.5,5.1,"6,740","6,382",1.7,9.3,"8,247","7,811",0.7,5.5,-893,148,-640,292,"2,659","2,640",9.6,22.3,"3,373","3,355",6.8,11.2,"6,658","6,699",0.7,15.1,"7,210","7,257",-2.0,16.2,"36,333","37,341",1.1,8.8,"42,149","43,219",-0.2,7.4,"12,138","11,941",7.5,14.0,"13,517","13,315",2.6,10.9,"11,003","11,212",5.1,14.3,"12,170","12,499",1.8,17.7
Sep 2004,"44,227","44,744",0.3,4.3,"37,182","38,635",1.6,8.4,"42,235","43,960",0.1,4.3,"22,301","22,104",2.9,8.6,"25,354","25,134",2.8,6.9,"6,385","6,474",1.4,7.3,"7,734","7,853",0.5,3.1,377,544,191,372,"2,651","2,565",-2.8,11.3,"3,296","3,180",-5.2,0.5,"7,009","6,896",2.9,18.8,"7,534","7,453",2.7,19.2,"38,723","38,685",3.6,10.9,"44,143","44,187",2.2,8.5,"10,171","10,986",-8.0,2.8,"11,481","12,440",-6.6,0.2,"11,711","11,081",-1.2,11.4,"13,212","12,641",1.1,15.7
Dec 2004,"46,805","44,901",0.4,3.1,"40,800","38,917",0.7,6.7,"46,174","44,078",0.3,2.9,"23,636","22,441",1.5,7.2,"26,735","25,345",0.8,5.4,"6,605","6,666",3.0,8.3,"7,937","8,013",2.0,4.1,"1,576",565,"1,359",462,"2,607","2,509",-2.2,5.9,"3,184","3,067",-3.6,-2.6,"7,015","6,800",-1.4,11.2,"7,584","7,362",-1.2,11.0,"41,437","39,019",0.9,8.8,"47,151","44,459",0.6,5.9,"11,303","11,354",3.3,4.6,"12,852","12,861",3.4,2.7,"11,940","11,453",3.4,12.1,"13,667","13,079",3.5,13.9
Mar 2005,"44,957","45,425",1.2,2.7,"39,109","38,989",0.2,4.1,"44,289","44,158",0.2,0.5,"21,551","22,602",0.7,5.9,"24,293","25,448",0.4,3.9,"6,654","6,881",3.2,9.6,"7,917","8,179",2.1,5.4,585,406,736,540,"2,428","2,633",4.9,9.9,"2,910","3,153",2.8,1.0,"6,405","6,695",-1.5,0.2,"6,928","7,189",-2.3,-3.3,"37,623","39,073",0.1,5.8,"42,975","44,516",0.1,2.8,"12,051","11,355",0.0,2.3,"13,663","12,869",0.1,-0.8,"10,564","11,503",0.4,8.1,"12,244","13,084",0.0,6.7
Jun 2005,"45,211","46,151",1.6,3.5,"39,718","40,279",3.3,6.0,"44,753","45,271",2.5,3.1,"22,817","23,183",2.6,7.8,"25,565","26,005",2.2,6.2,"7,538","7,139",3.7,11.8,"8,858","8,387",2.5,7.4,-560,489,-486,467,"2,655","2,642",0.3,-0.2,"3,113","3,103",-1.6,-7.7,"7,321","7,362",10.0,10.0,"7,930","7,982",11.0,10.0,"39,771","40,869",4.6,9.5,"45,014","46,181",3.7,6.8,"11,539","11,308",-0.4,-4.9,"13,068","12,826",-0.3,-3.3,"11,591","11,790",2.5,5.3,"13,201","13,537",3.5,8.5
Sep 2005,"45,856","46,376",0.5,3.7,"39,273","40,793",1.3,5.6,"43,608","45,363",0.2,3.3,"23,586","23,401",0.9,5.8,"26,243","26,056",0.2,3.5,"7,126","7,228",1.2,11.6,"8,284","8,421",0.4,7.1,630,766,391,497,"2,643","2,550",-3.5,-0.3,"3,072","2,961",-4.6,-6.8,"7,639","7,506",2.0,9.0,"8,255","8,144",2.0,9.6,"41,624","41,474",1.5,7.5,"46,348","46,336",0.3,5.0,"10,537","11,436",1.1,3.6,"11,756","12,798",-0.2,2.4,"12,888","12,195",3.4,10.1,"14,343","13,731",1.4,8.6
Dec 2005,"48,127","46,189",-0.4,2.8,"42,702","40,696",-0.2,4.7,"47,584","45,421",0.1,3.1,"25,123","23,852",1.9,6.3,"27,827","26,380",1.2,4.1,"7,297","7,361",1.8,10.5,"8,464","8,541",1.4,6.6,741,-297,748,-143,"2,725","2,639",3.5,4.5,"3,111","3,017",1.9,-2.3,"7,804","7,549",0.6,11.2,"8,410","8,140",0.0,10.9,"43,690","41,156",-0.8,5.4,"48,777","46,025",-0.7,3.4,"11,519","11,568",1.2,1.9,"12,851","12,847",0.4,0.0,"12,506","12,021",-1.4,4.7,"13,885","13,301",-3.1,1.6
Mar 2006,"46,433","46,949",1.6,3.3,"41,244","41,146",1.1,5.5,"45,929","45,855",1.0,3.7,"23,110","24,173",1.3,7.2,"25,452","26,583",0.8,4.8,"7,281","7,525",2.2,9.4,"8,387","8,655",1.3,5.9,290,140,386,236,"2,507","2,696",2.2,3.3,"2,835","3,045",0.9,-2.6,"7,026","7,391",-2.1,9.7,"7,527","7,878",-3.2,8.6,"40,214","41,810",1.6,6.9,"44,816","46,466",1.0,4.3,"12,492","11,749",1.6,3.7,"13,611","12,822",-0.2,-0.4,"11,462","12,449",3.6,8.5,"12,362","13,211",-0.7,1.0
