Unit;Index;%;%;Index;%;%;Index;%;%;Index;%;%;Index;%;%;Index;%;%;Index;%;%;Index;%;%;%;%;%;%;%;%;;;Index;%;%;Index;;%;;%;%;;%;%
Series Id;CPI.Q.C.ia;CPI.Q.C.iaq;CPI.Q.C.iay;CPIT.Q.C.ia;CPIT.Q.C.iaq;CPIT.Q.C.iay;CPIN.Q.C.ia;CPIN.Q.C.iaq;CPIN.Q.C.iay;CPI.Q.C01.ia;CPI.Q.C01.iaq;CPI.Q.C01.iay;CPI.Q.C04.ia;CPI.Q.C04.iaq;CPI.Q.C04.iay;CPI.Q.C07.ia;CPI.Q.C07.iaq;CPI.Q.C07.iay;CPI.Q.C07202.ia;CPI.Q.C07202.iaq;CPI.Q.C07202.iay;CPI.Q.ZC21.ia;CPI.Q.ZC21.iaq;CPI.Q.ZC21.iay;CPI.Q.ZC40.iaq;CPIM.Q.C40T10B17.iay;CPI.Q.ZC41.iaq;CPIW.Q.C41P50B17.iay;CPI.Q.ZC42.iay;CPI.Q.ZC43.iay;CPI.Q.ZC431.iay;CPI.Q.ZC432.iay;HPI.Q.H01T0.ia;HPI.Q.H01T0.iaq;HPI.Q.H01T0.iay;GDE.Q.DY.RS;GDE.Q.DY.rsq;GDE.Q.DY.rsy;PPI06.Q.T0I1.ia;PPI06.Q.T0I1.iaq;PPI06.Q.T0I1.iay;PPI06.Q.T0I2.ia;PPI06.Q.T0I2.iaq;PPI06.Q.T0I2.iay
jun 2004;763;0,8;2,4;904;0,7;-0,7;670;0,9;4,7;735;0,4;1,1;626;1,3;7,1;821;1,9;-1,1;631;7,8;19,1;768;0,6;1,9;0,8;;0,6;;2,3;2,8;-0,3;4,2;1066;2,4;22,4;866;1,6;3,2;773;1,9;2,1;797;1,4;2,0
set 2004;767;0,6;2,5;904;0,0;0,0;677;1,0;4,5;734;-0,2;0,5;636;1,6;6,4;824;0,5;1,3;635;0,6;11,9;773;0,5;2,3;0,7;;0,5;;2,5;2,8;-0,4;4,3;1091;2,3;16,4;879;1,5;4,0;780;0,9;2,5;803;0,7;2,3
dez 2004;774;0,9;2,7;910;0,7;0,7;685;1,1;4,3;739;0,6;1,2;646;1,5;5,7;841;2,0;3,3;631;-0,6;13,5;781;1,1;2,5;0,8;;0,7;;2,7;2,9;-0,1;4,2;1125;3,1;12,5;883;0,5;3,8;786;0,9;3,3;807;0,5;2,5
mar 2005;778;0,4;2,8;905;-0,5;0,8;692;1,1;4,2;744;0,7;1,5;653;1,1;5,6;825;-1,9;2,4;630;-0,1;7,7;784;0,4;2,7;0,7;;0,5;;2,7;3,0;0,2;4,3;1180;4,9;13,3;883;0,0;3,6;786;-0,1;3,7;810;0,4;3,1
jun 2005;784;0,9;2,8;910;0,6;0,7;700;1,1;4,4;743;-0,1;1,1;662;1,4;5,7;841;1,9;2,5;675;7,1;7,0;789;0,6;2,6;0,8;;0,5;;2,7;3,1;0,4;4,3;1214;2,9;13,9;890;0,8;2,8;802;2,1;3,9;820;1,2;2,9
set 2005;793;1,1;3,4;921;1,1;1,9;707;1,1;4,4;746;0,4;1,6;672;1,5;5,6;875;4,0;6,1;764;13,1;20,3;794;0,7;2,8;0,9;;0,9;;3,0;3,2;0,5;4,3;1251;3,0;14,6;899;1,0;2,3;822;2,5;5,4;835;1,8;4,0
dez 2005;799;0,7;3,2;925;0,5;1,7;714;1,0;4,3;750;0,5;1,5;679;1,1;5,2;885;1,2;5,2;741;-3,0;17,4;801;0,8;2,6;0,5;;0,5;;2,8;3,1;0,4;4,3;1300;3,9;15,6;896;-0,3;1,5;830;0,9;5,5;837;0,2;3,7
mar 2006;803;0,6;3,3;924;-0,1;2,1;721;1,0;4,1;757;1,0;1,8;685;0,9;5,0;880;-0,5;6,7;779;5,1;23,5;804;0,4;2,6;0,8;;0,7;;2,8;3,1;0,5;4,3;1324;1,9;12,2;897;0,1;1,6;838;1,0;6,7;842;0,7;3,9
jun 2006;816;1,5;4,0;945;2,3;3,8;728;1,0;4,1;760;0,3;2,2;694;1,3;4,9;934;6,0;11,0;893;14,7;32,2;812;1,0;3,0;1,1;;0,6;;3,0;3,2;0,7;4,3;1337;1,0;10,1;915;2,0;2,8;863;2,9;7,5;866;2,9;5,7
set 2006;821;0,7;3,5;948;0,3;3,0;736;1,0;4,0;775;2,0;3,9;708;1,9;5,4;922;-1,2;5,4;886;-0,8;15,9;818;0,7;3,0;0,5;;0,4;;3,0;3,5;1,0;4,4;1370;2,5;9,5;908;-0,8;1,0;875;1,4;6,4;875;1,0;4,9
dez 2006;820;-0,2;2,6;936;-1,3;1,2;741;0,8;3,8;779;0,5;3,9;714;0,9;5,1;886;-3,9;0,1;751;-15,2;1,3;824;0,7;2,8;0,1;;0,6;;2,9;3,7;1,3;4,5;1418;3,5;9,1;931;2,5;3,9;865;-1,1;4,3;871;-0,6;4,1
mar 2007;824;0,5;2,5;932;-0,4;0,9;750;1,2;4,1;787;1,1;4,0;722;1,1;5,3;884;-0,2;0,4;757;0,8;-2,8;828;0,5;2,9;0,6;;0,7;;2,8;3,8;1,2;4,7;1479;4,3;11,7;934;0,3;4,1;859;-0,7;2,5;869;-0,2;3,1
jun 2007;832;1,0;2,0;940;0,9;-0,5;758;1,1;4,1;791;0,5;4,1;731;1,3;5,2;906;2,4;-3,0;818;8,0;-8,4;833;0,6;2,5;0,9;;0,7;;2,8;3,9;1,2;4,7;1520;2,8;13,7;945;1,2;3,3;870;1,2;0,8;879;1,2;1,4
set 2007;836;0,5;1,8;945;0,5;-0,3;763;0,6;3,7;801;1,2;3,3;744;1,8;5,1;909;0,4;-1,4;833;1,9;-5,9;838;0,6;2,4;0,7;;0,7;;2,7;3,7;1,0;4,7;1526;0,4;11,4;963;1,9;6,1;891;2,4;1,9;893;1,6;2,0
dez 2007;846;1,2;3,2;962;1,8;2,8;768;0,7;3,5;813;1,5;4,4;751;0,9;5,2;938;3,2;5,9;878;5,4;16,9;845;0,9;2,6;1,1;;0,7;;3,2;3,7;0,8;4,7;1531;0,4;7,9;970;0,7;4,2;903;1,3;4,3;905;1,4;4,0
mar 2008;852;0,7;3,4;964;0,2;3,4;776;1,1;3,5;828;1,8;5,1;758;1,0;5,1;946;0,8;7,0;913;4,0;20,5;850;0,6;2,6;0,8;;0,8;;3,4;3,6;0,7;4,6;1521;-0,6;2,8;983;1,3;5,2;922;2,1;7,3;921;1,8;6,1
jun 2008;865;1,6;4,0;986;2,3;4,8;784;0,9;3,4;846;2,2;6,9;767;1,2;5,0;992;4,9;9,6;1029;12,8;25,9;858;1,0;3,0;1,2;;0,8;;3,7;3,6;0,9;4,6;1453;-4,5;-4,4;995;1,2;5,3;977;6,0;12,3;954;3,5;8,5
set 2008;878;1,5;5,1;1005;1,9;6,3;794;1,3;4,1;877;3,7;9,5;778;1,4;4,7;1012;2,0;11,3;1077;4,6;29,3;869;1,3;3,8;1,3;;1,0;;4,0;3,6;1,4;4,4;1423;-2,1;-6,8;983;-1,2;2,1;1013;3,7;13,6;981;2,8;9,8
dez 2008;874;-0,5;3,4;984;-2,1;2,3;800;0,8;4,3;890;1,5;9,4;783;0,6;4,3;936;-7,6;-0,3;836;-22,4;-4,8;877;0,8;3,8;0,2;;0,5;;3,4;3,6;2,1;4,1;1395;-2,0;-8,9;995;1,2;2,6;990;-2,2;9,7;994;1,4;9,9
mar 2009;877;0,3;3,0;980;-0,4;1,7;806;0,7;3,8;900;1,2;8,8;785;0,3;3,6;922;-1,5;-2,6;828;-1,0;-9,3;879;0,3;3,4;0,6;;0,3;;3,0;3,6;3,1;3,7;1383;-0,9;-9,1;1002;0,7;1,9;965;-2,5;4,7;981;-1,4;6,5
jun 2009;882;0,6;1,9;988;0,8;0,2;810;0,5;3,3;909;0,9;7,5;789;0,4;2,8;927;0,6;-6,6;854;3,2;-17,0;883;0,5;2,9;0,9;;0,4;;2,4;3,4;3,8;3,3;1407;1,7;-3,2;991;-1,1;-0,4;965;0,0;-1,2;974;-0,7;2,1
set 2009;893;1,3;1,7;1004;1,6;-0,1;818;1,0;3,0;924;1,7;5,4;794;0,7;2,1;956;3,1;-5,5;872;2,1;-19,0;894;1,2;2,8;0,9;;0,3;;2,1;3,1;3,6;3,1;1438;2,2;1,1;1002;1,1;1,9;954;-1,1;-5,8;960;-1,4;-2,1
dez 2009;892;-0,2;2,0;999;-0,5;1,5;819;0,1;2,3;902;-2,4;1,4;796;0,2;1,6;970;1,5;3,7;863;-1,0;3,3;893;-0,1;1,9;0,0;;0,2;;2,1;2,5;2,8;2,8;1468;2,1;5,2;997;-0,5;0,2;958;0,4;-3,2;958;-0,1;-3,6
mar 2010;895;0,4;2,0;1000;0,1;2,0;823;0,5;2,1;911;1,0;1,2;798;0,3;1,6;980;1,1;6,4;923;6,9;11,5;894;0,1;1,7;0,4;;0,2;;2,0;2,0;1,6;2,8;1469;0,1;6,3;1010;1,3;0,8;971;1,3;0,6;976;1,8;-0,5
jun 2010;896;0,2;1,7;997;-0,3;1,0;828;0,6;2,2;903;-0,9;-0,7;802;0,5;1,7;981;0,1;5,8;936;1,4;9,5;894;0,1;1,3;0,2;;0,4;;1,8;1,6;0,4;2,8;1455;-1,0;3,4;1010;0,0;1,9;984;1,4;2,0;986;1,1;1,3
set 2010;906;1,1;1,5;1007;0,9;0,3;838;1,2;2,5;925;2,4;0,1;813;1,4;2,4;992;1,0;3,7;923;-1,3;5,8;906;1,3;1,4;0,8;;0,5;;1,8;1,5;-0,1;2,9;1445;-0,7;0,5;1032;2,2;3,0;991;0,7;3,8;998;1,2;4,0
dez 2010;927;2,3;4,0;1032;2,5;3,3;857;2,2;4,6;944;2,1;4,6;826;1,6;3,8;1034;4,3;6,6;986;6,8;14,2;924;2,1;3,5;2,2;;2,0;;1,8;1,5;-0,5;3,0;1444;-0,1;-1,6;1058;2,5;6,1;1000;0,9;4,4;1000;0,2;4,3
mar 2011;935;0,8;4,5;1037;0,5;3,7;866;1,1;5,2;955;1,2;4,8;830;0,4;4,0;1061;2,5;8,2;1081;9,7;17,1;928;0,4;3,8;0,9;;0,3;;2,0;1,5;-0,4;3,0;1447;0,2;-1,5;1049;-0,9;3,9;1022;2,2;5,3;1017;1,7;4,2
jun 2011;944;1,0;5,3;1052;1,5;5,5;871;0,6;5,2;966;1,1;7,0;838;0,9;4,4;1090;2,7;11,0;1124;4,0;20,1;936;0,9;4,6;0,9;;0,5;;2,1;1,5;0,0;2,9;1452;0,4;-0,2;1057;0,8;4,7;1031;0,9;4,8;1031;1,4;4,5
set 2011;948;0,4;4,6;1053;0,1;4,6;876;0,6;4,5;982;1,7;6,2;843;0,7;3,7;1078;-1,0;8,8;1087;-3,3;17,7;941;0,5;3,9;0,2;;0,3;;1,8;1,4;0,3;2,7;1474;1,5;2,0;1062;0,5;2,9;1037;0,6;4,7;1033;0,2;3,5
dez 2011;945;-0,3;1,8;1043;-0,9;1,1;878;0,2;2,5;960;-2,2;1,7;846;0,3;2,4;1093;1,4;5,7;1096;0,9;11,2;937;-0,3;1,4;0,2;;0,4;;1,6;1,3;0,5;2,5;1477;0,3;2,3;1059;-0,3;0,1;1042;0,5;4,2;1034;0,1;3,4
mar 2012;949;0,5;1,6;1040;-0,4;0,3;888;1,2;2,5;961;0,2;0,6;851;0,7;2,6;1097;0,3;3,4;1121;2,3;3,7;941;0,3;1,4;0,5;;0,4;;1,3;1,2;0,6;2,3;1493;1,1;3,2;1057;-0,2;0,8;1045;0,3;2,3;1033;-0,1;1,6
jun 2012;953;0,3;1,0;1041;0,1;-1,1;892;0,5;2,4;962;0,1;-0,4;860;1,0;2,7;1099;0,2;0,9;1126;0,4;0,2;944;0,3;0,9;0,3;;0,3;;1,1;1,1;0,3;2,3;1510;1,1;4,0;1066;0,9;0,9;1051;0,6;1,9;1036;0,3;0,5
set 2012;955;0,3;0,8;1041;0,0;-1,2;897;0,5;2,3;973;1,1;-0,9;867;0,8;2,8;1087;-1,1;0,8;1115;-1,0;2,6;947;0,3;0,7;0,1;;0,3;;1,0;1,0;0,0;2,3;1541;2,0;4,5;1051;-1,4;-1,0;1040;-1,0;0,3;1027;-0,9;-0,6
dez 2012;954;-0,2;0,9;1033;-0,7;-1,0;899;0,3;2,5;955;-1,8;-0,5;872;0,6;3,0;1093;0,6;0,0;1106;-0,8;0,9;946;-0,1;1,0;0,0;;0,2;;1,1;1,0;-0,2;2,3;1572;2,1;6,4;1042;-0,9;-1,6;1037;-0,3;-0,5;1026;-0,1;-0,8
mar 2013;958;0,4;0,9;1028;-0,5;-1,1;909;1,1;2,4;962;0,7;0,1;876;0,6;2,9;1089;-0,4;-0,8;1123;1,5;0,2;950;0,3;0,9;0,5;;0,4;;1,1;1,0;-0,2;2,4;1609;2,3;7,7;1057;1,4;0,0;1045;0,8;0,0;1034;0,8;0,1
jun 2013;959;0,2;0,7;1024;-0,5;-1,6;915;0,6;2,5;964;0,2;0,2;886;1,1;3,1;1076;-1,2;-2,1;1095;-2,5;-2,8;953;0,3;0,9;0,0;;0,1;;1,0;1,0;-0,2;2,4;1645;2,2;8,9;1071;1,3;0,5;1051;0,6;0,0;1044;1,0;0,8
set 2013;968;0,9;1,4;1036;1,2;-0,5;921;0,7;2,8;980;1,7;0,8;894;0,9;3,2;1096;1,9;0,9;1156;5,6;3,7;959;0,7;1,3;0,7;;0,5;;1,2;1,0;-0,3;2,4;1697;3,2;10,1;1097;2,4;4,4;1074;2,2;3,3;1069;2,4;4,1
dez 2013;969;0,1;1,6;1030;-0,5;-0,3;926;0,5;2,9;967;-1,3;1,3;899;0,5;3,2;1100;0,3;0,6;1116;-3,5;0,9;962;0,3;1,6;0,2;;0,3;;1,4;1,1;-0,1;2,4;1715;1,1;9,1;1129;2,9;8,3;1066;-0,7;2,8;1065;-0,4;3,8
mar 2014;972;0,3;1,5;1023;-0,7;-0,6;936;1,1;3,0;970;0,2;0,8;906;0,7;3,3;1093;-0,6;0,4;1127;1,0;0,3;964;0,3;1,5;0,3;;0,4;;1,4;1,0;-0,1;2,4;1734;1,1;7,8;1121;-0,7;6,1;1077;1,0;3,1;1075;0,9;4,0
jun 2014;975;0,3;1,6;1025;0,2;0,1;940;0,4;2,7;979;0,9;1,6;916;1,2;3,4;1090;-0,3;1,3;1125;-0,2;2,8;968;0,3;1,5;0,2;;0,1;;1,4;1,0;-0,1;2,4;1749;0,9;6,3;1119;-0,2;4,5;1066;-1,0;1,4;1070;-0,5;2,5
set 2014;978;0,3;1,0;1026;0,1;-1,0;945;0,5;2,5;979;0,0;-0,2;925;1,0;3,4;1090;0,1;-0,5;1136;1,0;-1,8;971;0,3;1,2;0,3;;0,4;;1,3;1,0;-0,1;2,3;1778;1,7;4,8;1112;-0,6;1,4;1050;-1,5;-2,2;1058;-1,1;-1,0
dez 2014;976;-0,2;0,8;1017;-0,8;-1,3;948;0,3;2,4;972;-0,7;0,5;928;0,4;3,2;1080;-0,9;-1,8;1071;-5,7;-4,0;972;0,1;1,0;-0,1;;0,1;;1,1;0,9;0,0;2,3;1835;3,2;7,0;1106;-0,5;-2,0;1046;-0,4;-1,9;1057;-0,1;-0,8
mar 2015;975;-0,2;0,3;998;-1,9;-2,4;958;1,2;2,4;981;0,9;1,2;933;0,4;3,0;1025;-5,1;-6,2;958;-10,6;-15,0;975;0,3;1,1;-0,1;;0,2;;0,9;1,0;0,2;2,2;1892;3,1;9,1;1112;0,5;-0,8;1034;-1,1;-4,0;1048;-0,9;-2,5
jun 2015;979;0,4;0,4;1007;0,9;-1,8;959;0,1;2,1;980;-0,1;0,2;939;0,7;2,5;1043;1,7;-4,3;1042;8,8;-7,4;976;0,1;0,8;0,4;;0,4;;1,2;1,1;0,4;2,3;1956;3,4;11,8;1126;1,3;0,6;1031;-0,3;-3,3;1046;-0,2;-2,2
set 2015;982;0,3;0,4;1013;0,7;-1,2;959;0,0;1,5;986;0,6;0,8;950;1,2;2,7;1027;-1,5;-5,8;1059;1,6;-6,8;978;0,2;0,8;0,5;;0,3;;1,1;1,3;0,7;2,4;2045;4,6;15,0;1119;-0,6;0,6;1048;1,6;-0,2;1060;1,3;0,2
dez 2015;977;-0,5;0,1;995;-1,8;-2,1;964;0,5;1,8;966;-2,1;-0,6;955;0,5;2,8;1015;-1,2;-6,1;985;-7,0;-8,1;976;-0,2;0,5;-0,3;;0,2;;1,1;1,5;0,7;2,5;2060;0,7;12,3;1112;-0,6;0,5;1035;-1,2;-1,1;1051;-0,8;-0,6
mar 2016;979;0,2;0,4;986;-0,9;-1,2;974;1,0;1,6;977;1,2;-0,4;960;0,6;3,0;978;-3,6;-4,6;909;-7,7;-5,1;981;0,5;0,7;0,2;;0,3;;1,2;1,6;0,9;2,6;2136;3,7;12,9;1126;1,3;1,3;1025;-1,0;-0,9;1049;-0,2;0,1
jun 2016;983;0,4;0,4;991;0,6;-1,5;977;0,3;1,8;980;0,3;0,0;970;1,0;3,3;988;1,0;-5,3;957;5,3;-8,1;984;0,2;0,8;0,4;;0,3;;1,2;1,6;0,9;2,6;2249;5,3;15,0;1132;0,5;0,5;1034;0,9;0,3;1051;0,2;0,5
set 2016;986;0,3;0,4;991;0,0;-2,1;982;0,5;2,4;984;0,4;-0,2;981;1,1;3,2;969;-1,9;-5,6;941;-1,7;-11,1;988;0,4;1,0;0,4;;0,3;;1,3;1,6;1,0;2,6;2333;3,8;14,1;1139;0,6;1,8;1049;1,5;0,1;1061;1,0;0,1
dez 2016;990;0,4;1,3;994;0,3;-0,1;988;0,6;2,4;972;-1,2;0,6;986;0,6;3,3;1005;3,7;-1,0;979;4,1;-0,5;990;0,2;1,4;0,5;;0,4;;1,6;1,6;1,1;2,6;2355;0,9;14,3;1152;1,1;3,6;1059;1,0;2,3;1077;1,5;2,5
mar 2017;1000;1,0;2,2;1002;0,8;1,6;998;1,0;2,5;993;2,2;1,6;992;0,6;3,3;1013;0,8;3,5;1020;4,1;12,2;998;0,8;1,7;0,9;;0,6;;1,9;1,6;0,9;2,5;2391;1,5;12,0;1167;1,3;3,6;1068;0,8;4,2;1092;1,4;4,1
jun 2017;1000;0,0;1,7;1000;-0,2;0,9;1000;0,2;2,4;1000;0,7;2,0;1000;0,8;3,1;1000;-1,3;1,2;1000;-1,9;4,5;1000;0,2;1,7;0,0;;0,1;;1,7;1,4;0,8;2,5;2395;0,2;6,5;1164;-0,3;2,8;1084;1,5;4,8;1106;1,3;5,2
set 2017;1005;0,5;1,9;1002;0,2;1,1;1007;0,7;2,6;1011;1,1;2,8;1010;1,0;3,0;988;-1,2;1,9;983;-1,7;4,5;1006;0,6;1,8;0,5;;0,4;;1,8;1,4;0,7;2,5;2422;1,1;3,8;1178;1,2;3,4;1096;1,1;4,5;1117;1,0;5,3
dez 2017;1006;0,1;1,6;999;-0,3;0,5;1012;0,5;2,5;994;-1,7;2,3;1016;0,6;3,0;1020;3,2;1,5;1043;6,1;6,5;1005;-0,1;1,5;0,5;1,5;0,2;2,0;1,7;1,4;0,4;2,6;2449;1,1;4,0;1189;0,9;3,2;1106;0,9;4,4;1128;1,0;4,7
mar 2018;1011;0,5;1,1;999;0,0;-0,3;1021;0,9;2,3;999;0,5;0,6;1022;0,6;3,1;1017;-0,3;0,4;1071;2,7;5,0;1009;0,4;1,1;0,6;1,4;0,5;2,2;1,6;1,5;0,3;2,7;2481;1,3;3,8;1184;-0,4;1,5;1113;0,6;4,2;1130;0,2;3,5
jun 2018;1015;0,4;1,5;1003;0,4;0,3;1024;0,3;2,4;1007;0,8;0,7;1031;0,9;3,1;1019;0,2;1,9;1105;3,2;10,5;1011;0,2;1,1;0,4;1,8;0,6;2,3;1,9;1,7;0,4;2,9;2481;0,0;3,6;1189;0,4;2,1;1124;1,0;3,7;1140;0,9;3,1
set 2018;1024;0,9;1,9;1012;0,9;1,0;1032;0,8;2,5;1013;0,6;0,2;1042;1,1;3,1;1043;2,4;5,6;1166;5,5;18,6;1018;0,7;1,2;0,8;1,8;0,5;2,2;2,0;1,7;0,4;2,9;2495;0,6;3,0;1196;0,6;1,5;1140;1,4;4,0;1157;1,5;3,6
dez 2018;1025;0,1;1,9;1008;-0,4;0,9;1039;0,7;2,7;1000;-1,3;0,6;1047;0,5;3,1;1056;1,2;3,5;1159;-0,6;11,1;1020;0,2;1,5;0,2;2,1;0,1;2,2;2,1;1,8;0,5;2,9;2517;0,9;2,8;1190;-0,5;0,1;1161;1,8;5,0;1167;0,9;3,5
mar 2019;1026;0,1;1,5;995;-1,3;-0,4;1050;1,1;2,8;1012;1,2;1,3;1053;0,6;3,0;1016;-3,8;-0,1;1078;-7,0;0,7;1024;0,4;1,5;0,2;1,7;0,5;2,2;1,9;1,8;0,6;2,9;2526;0,3;1,8;1201;0,9;1,4;1151;-0,9;3,4;1161;-0,5;2,7
jun 2019;1032;0,6;1,7;1004;0,9;0,1;1053;0,3;2,8;1018;0,6;1,1;1060;0,7;2,8;1023;0,7;0,4;1141;5,8;3,3;1027;0,3;1,6;0,7;2,0;0,6;2,3;1,9;1,8;0,9;2,8;2518;-0,3;1,5;1213;1,0;2,0;1154;0,3;2,7;1166;0,4;2,3
set 2019;1039;0,7;1,5;1005;0,1;-0,7;1065;1,1;3,2;1031;1,3;1,8;1073;1,2;3,0;1027;0,4;-1,5;1132;-0,8;-2,9;1035;0,8;1,7;0,6;1,7;0,6;2,3;1,7;1,9;1,0;2,8;2565;1,9;2,8;1226;1,1;2,5;1166;1,0;2,3;1179;1,1;1,9
dez 2019;1044;0,5;1,9;1009;0,4;0,1;1071;0,6;3,1;1025;-0,6;2,5;1078;0,5;3,0;1049;2,1;-0,7;1150;1,6;-0,8;1040;0,5;2,0;0,5;2,0;0,4;2,3;1,9;2,0;1,2;2,9;2633;2,6;4,6;1233;0,6;3,6;1168;0,2;0,6;1185;0,5;1,5
mar 2020;1052;0,8;2,5;1010;0,1;1,5;1086;1,4;3,4;1045;2,0;3,3;1088;0,9;3,3;1031;-1,7;1,5;1123;-2,3;4,2;1050;1,0;2,5;0,7;2,6;0,9;2,8;2,2;2,0;1,2;2,9;2722;3,4;7,8;1248;1,2;3,9;1165;-0,3;1,2;1186;0,1;2,2
jun 2020;1047;-0,5;1,5;998;-1,2;-0,6;1086;0,0;3,1;1056;1,1;3,7;1094;0,6;3,2;980;-4,9;-4,2;987;-12,1;-13,5;1050;0,0;2,2;-0,3;1,6;0,3;2,4;1,8;2,0;0,8;3,0;2696;-1,0;7,1;1245;-0,2;2,6;1154;-0,9;0,0;1184;-0,2;1,5
set 2020;1054;0,7;1,4;1004;0,6;-0,1;1093;0,6;2,6;1069;1,2;3,7;1101;0,6;2,6;987;0,7;-3,9;1004;1,7;-11,3;1056;0,6;2,0;0,4;1,5;0,3;2,2;1,7;2,1;1,1;3,0;2839;5,3;10,7;1248;0,2;1,8;1161;0,6;-0,4;1180;-0,3;0,1
dez 2020;1059;0,5;1,4;1006;0,2;-0,3;1101;0,7;2,8;1051;-1,7;2,5;1106;0,5;2,6;1010;2,3;-3,7;1007;0,3;-12,4;1062;0,6;2,1;0,6;1,9;0,5;2,7;1,9;2,3;1,3;3,2;3081;8,5;17,0;1242;-0,5;0,7;1162;0,1;-0,5;1186;0,5;0,1
mar 2021;1068;0,8;1,5;1015;0,9;0,5;1109;0,7;2,1;1057;0,6;1,1;1116;0,9;2,6;1049;3,9;1,7;1080;7,2;-3,8;1068;0,6;1,7;0,8;1,6;0,8;2,3;2,0;2,6;1,5;3,4;3379;9,7;24,1;1253;0,9;0,4;1186;2,1;1,8;1200;1,2;1,2
jun 2021;1082;1,3;3,3;1032;1,7;3,4;1122;1,2;3,3;1073;1,5;1,6;1137;1,9;3,9;1072;2,2;9,4;1146;6,1;16,1;1080;1,1;2,9;1,3;;0,9;;3,0;3,2;2,1;3,7;3495;3,4;29,7;1272;1,5;2,2;1222;3,0;5,9;1231;2,6;4,0
set 2021;1106;2,2;4,9;1061;2,8;5,7;1142;1,8;4,5;1102;2,7;3,1;1167;2,6;6,0;1117;4,2;13,2;1220;6,5;21,5;1102;2,0;4,4;1,6;;0,8;;3,8;3,8;2,6;4,1;3704;6,0;30,5;1294;1,7;3,7;1242;1,6;7,0;1253;1,8;6,2
dez 2021;1122;1,4;5,9;1075;1,3;6,9;1159;1,5;5,3;1094;-0,7;4,1;1190;2,0;7,6;1161;3,9;15,0;1314;7,7;30,5;1115;1,2;5,0;1,6;;1,0;;4,2;4,3;3,2;4,4;3920;5,8;27,2;1305;0,9;5,1;1257;1,2;8,2;1272;1,5;7,3
mar 2022;1142;1,8;6,9;1101;2,4;8,5;1176;1,5;6,0;1128;3,1;6,7;1212;1,8;8,6;1199;3,3;14,3;1429;8,8;32,3;1132;1,5;6,0;1,8;;1,3;;4,9;4,8;3,7;4,8;3846;-1,9;13,8;1330;1,9;6,1;1300;3,4;9,6;1305;2,6;8,7
jun 2022;1161;1,7;7,3;1122;1,9;8,7;1193;1,4;6,3;1143;1,3;6,5;1240;2,3;9,1;1227;2,3;14,5;1518;6,2;32,5;1147;1,3;6,2;1,8;;1,2;;5,3;5,2;3,9;5,0;3670;-4,6;5,0;1348;1,4;6,0;1340;3,1;9,7;1336;2,4;8,5
set 2022;1186;2,2;7,2;1147;2,2;8,1;1217;2,0;6,6;1190;4,1;8,0;1269;2,3;8,7;1248;1,7;11,7;1449;-4,5;18,8;1176;2,5;6,7;1,4;;1,0;;5,4;5,4;4,1;5,2;;;;;;;1351;0,8;8,8;1358;1,6;8,4
